"","FacName","CDName","FacAddress","Borough","ZipCode","Lon","Lat","FT_Decode"
"173","BALLET TECH/NYC PS FOR DANCE","MANHATTAN COMMUNITY DISTRICT 5","890 Broadway","MN",10003,-73.98950637,"40.73853501","Elementary School - Public"
"174","VANGUARD HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","317 E 67 St","MN",10065,-73.95977731,"40.76563833","High School - Public"
"175","MANHATTAN INTERNATIONAL HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","317 E 67 St","MN",10065,-73.95977731,"40.76563833","High School - Public"
"176","WASHINGTON IRVING HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 6","40 Irving Pl","MN",10003,-73.98708927,"40.73532615","High School - Public"
"177","STUYVESANT HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 1","345 Chambers St","MN",10282,-74.0138417,"40.71800937","High School - Public"
"178","HIGH SCHOOL OF ECONOMICS & FINANCE","MANHATTAN COMMUNITY DISTRICT 1","100 Trinity Pl","MN",10006,-74.01233578,"40.70928395","High School - Public"
"179","UNITY CENTER FOR URBAN TECHNOLOGIES","MANHATTAN COMMUNITY DISTRICT 5","111 E 33 St","MN",10016,-73.98107456,"40.74651018","High School - Public"
"180","URBAN ASSEMBLY GATEWAY SCHOOL-TECH","MANHATTAN COMMUNITY DISTRICT 4","439 W 49 St","MN",10019,-73.99035435,"40.76367697","High School - Public"
"181","TALENT UNLIMITED HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","317 E 67 St","MN",10065,-73.95977731,"40.76563833","High School - Public"
"182","MURRY BERGTRAUM HS FOR BUS CAR","MANHATTAN COMMUNITY DISTRICT 1","411 Pearl St","MN",10038,-74.00165564,"40.71129102","High School - Public"
"183","JACQUELINE KENNEDY-ONASSIS HIGH SCH","MANHATTAN COMMUNITY DISTRICT 5","120 W 46 St","MN",10036,-73.9834465,"40.75762403","High School - Public"
"184","REPERTORY COMPANY HS FOR THEATRE ART","MANHATTAN COMMUNITY DISTRICT 5","123 W 43 St","MN",10036,-73.98438174,"40.7560871","High School - Public"
"185","UNION SQUARE ACAD FOR HEALTH SCIENCE","MANHATTAN COMMUNITY DISTRICT 6","40 Irving Pl","MN",10003,-73.98708927,"40.73532615","High School - Public"
"186","HARVEST COLLEGIATE HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","34 W 14 St","MN",10011,-73.99573484,"40.73641921","High School - Public"
"187","MANHATTAN BRIDGES HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 4","525 W 50 St","MN",10019,-73.9927042,"40.76547495","High School - Public"
"188","NEW DESIGN HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 3","350 Grand St","MN",10002,-73.98932934,"40.71732901","High School - Public"
"189","INDEPENDENCE HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 4","850 10 Ave","MN",10019,-73.98863893,"40.76787078","High School - Public"
"190","HS-DUAL LANGUAGE & ASIAN STUDIES","MANHATTAN COMMUNITY DISTRICT 3","350 Grand St","MN",10002,-73.98932934,"40.71732901","High School - Public"
"191","ACADEMY FOR SOFTWARE ENGINEERING","MANHATTAN COMMUNITY DISTRICT 6","40 Irving Pl","MN",10003,-73.98708927,"40.73532615","High School - Public"
"192","LIBERTY HIGH SCH ACAD-NEWCOMERS","MANHATTAN COMMUNITY DISTRICT 4","250 W 18 St","MN",10011,-74.00023817,"40.74182096","High School - Public"
"193","URBAN ASSEMBLY NY HARBOR SCHOOL","MANHATTAN COMMUNITY DISTRICT 1","10 South St","MN",10004,-74.01158763,"40.70055018","High School - Public"
"194","HS 560 CITY-AS-SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","16 Clarkson St","MN",10014,-74.00615529,"40.72904946","High School - Public"
"195","URBAN ACAD LABORATORY HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","317 E 67 St","MN",10065,-73.95977731,"40.76563833","High School - Public"
"196","SATELLITE ACADEMY HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 5","120 W 30 St","MN",10001,-73.99056602,"40.74741986","High School - Public"
"197","MANHATTAN COMP NIGHT AND DAY HS","MANHATTAN COMMUNITY DISTRICT 6","240 2 Ave","MN",10003,-73.9843331,"40.73269633","High School - Public"
"198","RICHARD R GREEN HS OF TEACHING","MANHATTAN COMMUNITY DISTRICT 1","26 Broadway","MN",10004,-74.01290133,"40.70542749","High School - Public"
"199","HARVEY MILK HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","2-10 Astor Pl","MN",10003,-73.99234009,"40.72968615","High School - Public"
"200","HIGH SCH OF FASHION INDUSTRIES (THE)","MANHATTAN COMMUNITY DISTRICT 4","225 W 24 St","MN",10011,-73.9963586,"40.74567453","High School - Public"
"201","HUMANITIES PREP ACADEMY","MANHATTAN COMMUNITY DISTRICT 4","351 W 18 St","MN",10011,-74.00252616,"40.74336348","High School - Public"
"202","CHELSEA CAREER AND TECH ED HS","MANHATTAN COMMUNITY DISTRICT 2","131 Ave Of The Americas","MN",10013,-74.00504008,"40.72464967","High School - Public"
"203","NORMAN THOMAS HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 5","111 E 33 St","MN",10016,-73.98107456,"40.74651018","High School - Public"
"204","HS OF GRAPHIC COMMUNICATION ARTS","MANHATTAN COMMUNITY DISTRICT 4","439 W 49 St","MN",10019,-73.99035435,"40.76367697","High School - Public"
"205","ART AND DESIGN HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 6","231-249 E 56 St","MN",10022,-73.96637238,"40.75930009","High School - Public"
"206","LIFE SCIENCES SECONDARY SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","320 E 96 St","MN",10128,-73.94593305,"40.78328408","Junior/Senior High School - Public"
"207","JOHN V LINDSAY WILDCAT ACAD CHARTER","MANHATTAN COMMUNITY DISTRICT 1","17 Battery Pl","MN",10004,-74.01583726,"40.70560005","High School - Public Charter"
"208","BROOME ST ACADEMY CHARTER HIGH SCHOO","MANHATTAN COMMUNITY DISTRICT 2","121 Ave Of The Americas","MN",10013,-74.0052565,"40.72413364","High School - Public Charter"
"209","SUCCESS ACAD CHARTER SCH-UNION SQUAR","MANHATTAN COMMUNITY DISTRICT 6","40 Irving Pl","MN",10003,-73.98708927,"40.73532615","Other School - Public Charter"
"210","SUCCESS ACAD CHARTER SCH-HELL'S KITC","MANHATTAN COMMUNITY DISTRICT 4","439 W 49 St","MN",10019,-73.99035435,"40.76367697","Other School - Public Charter"
"211","GREAT OAKS CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 3","1 Monroe St","MN",10002,-73.99652999,"40.71158192","Other School - Public Charter"
"212","PS 9 SARAH ANDERSON","MANHATTAN COMMUNITY DISTRICT 7","100 W 84 St","MN",10024,-73.97379455,"40.78503669","Elementary School - Public"
"213","JHS 54 BOOKER T WASHINGTON","MANHATTAN COMMUNITY DISTRICT 7","103 W 107 St","MN",10025,-73.96326689,"40.80071446","Middle School - Public"
"214","PS 75 EMILY DICKINSON","MANHATTAN COMMUNITY DISTRICT 7","735 W End Ave","MN",10025,-73.97399645,"40.7951099","Elementary School - Public"
"215","PS 76 A PHILLIP RANDOLPH","MANHATTAN COMMUNITY DISTRICT 10","220 W 121 St","MN",10027,-73.9514517,"40.8065344","Elementary School - Public"
"216","PS 84 LILLIAN WEBER","MANHATTAN COMMUNITY DISTRICT 7","32 W 92 St","MN",10025,-73.9684228,"40.78947907","Elementary School - Public"
"217","PS 87 WILLIAM SHERMAN","MANHATTAN COMMUNITY DISTRICT 7","160 W 78 St","MN",10024,-73.97805669,"40.78174116","Elementary School - Public"
"218","PS 145 BLOOMINGDALE SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","150 W 105 St","MN",10025,-73.96563713,"40.79911227","Elementary School - Public"
"219","PS 149 SOJOURNER TRUTH","MANHATTAN COMMUNITY DISTRICT 10","41 W 117 St","MN",10026,-73.94808814,"40.8026464","Elementary School - Public"
"220","PS 163 ALFRED E SMITH","MANHATTAN COMMUNITY DISTRICT 7","163 W 97 St","MN",10025,-73.96850678,"40.7951744","Elementary School - Public"
"221","PS 165 ROBERT E SIMON","MANHATTAN COMMUNITY DISTRICT 7","234 W 109 St","MN",10025,-73.96594955,"40.80265306","Elementary School - Public"
"222","PS 166 RICHARD ROGERS SC-ARTS & SCI","MANHATTAN COMMUNITY DISTRICT 7","132 W 89 St","MN",10024,-73.97256158,"40.78892569","Elementary School - Public"
"223","PS 180 HUGO NEWMAN","MANHATTAN COMMUNITY DISTRICT 10","370 W 120 St","MN",10027,-73.95586515,"40.80756819","Elementary School - Public"
"224","PS 185 EARLY CHLDHD DISCOVERY","MANHATTAN COMMUNITY DISTRICT 10","20 W 112 St","MN",10026,-73.95012846,"40.79844787","Elementary School - Public"
"225","PS 191 AMSTERDAM","MANHATTAN COMMUNITY DISTRICT 7","210 W 61 St","MN",10023,-73.98750104,"40.77158978","Elementary School - Public"
"226","PS 199 JESSIE ISADOR STRAUS","MANHATTAN COMMUNITY DISTRICT 7","270 W 70 St","MN",10023,-73.98443086,"40.77758666","Elementary School - Public"
"227","PS 208 ALAIN L LOCKE","MANHATTAN COMMUNITY DISTRICT 10","21 W 111 St","MN",10026,-73.95012846,"40.79844787","Elementary School - Public"
"228","STEM INSTITUTE OF MANHATTAN","MANHATTAN COMMUNITY DISTRICT 10","240 W 113 St","MN",10026,-73.95557654,"40.80160379","Elementary School - Public"
"229","PS 242 YOUNG DIPLOMATS MAGNET","MANHATTAN COMMUNITY DISTRICT 10","134 W 122 St","MN",10027,-73.94837086,"40.80604175","Elementary School - Public"
"230","MS 243 CENTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","482 Columbus Ave","MN",10024,-73.97379455,"40.78503669","Middle School - Public"
"231","MS 245 THE COMPUTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","100 W 77 St","MN",10024,-73.9771255,"40.7805031","Middle School - Public"
"232","MS 247 DUAL LANG MIDDLE SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","32 W 92 St","MN",10025,-73.9684228,"40.78947907","Middle School - Public"
"233","MS 250 WEST SIDE COLLABORATIVE","MANHATTAN COMMUNITY DISTRICT 7","735 W End Ave","MN",10025,-73.97399645,"40.7951099","Middle School - Public"
"234","MS 256 ACADEMIC & ATHLETIC EXCELLENC","MANHATTAN COMMUNITY DISTRICT 7","154 W 93 St","MN",10025,-73.97097517,"40.79136262","Middle School - Public"
"235","COMMUNITY ACTION SCHOOL-MS 258","MANHATTAN COMMUNITY DISTRICT 7","154 W 93 St","MN",10025,-73.97097517,"40.79136262","Middle School - Public"
"236","PS 333 MANHATTAN SCHOOL FOR CHLDRN","MANHATTAN COMMUNITY DISTRICT 7","154 W 93 St","MN",10025,-73.97097517,"40.79136262","Elementary School - Public"
"237","ANDERSON SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","100 W 77 St","MN",10024,-73.9771255,"40.7805031","Elementary School - Public"
"238","WEST PREP ACADEMY","MANHATTAN COMMUNITY DISTRICT 7","150 W 105 St","MN",10025,-73.96563713,"40.79911227","Middle School - Public"
"239","PS 452","MANHATTAN COMMUNITY DISTRICT 7","100 W 77 St","MN",10024,-73.9771255,"40.7805031","Elementary School - Public"
"240","MOTT HALL II","MANHATTAN COMMUNITY DISTRICT 7","234 W 109 St","MN",10025,-73.96594955,"40.80265306","Middle School - Public"
"241","MANHATTAN THEATRE LAB HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","122 Amsterdam Ave","MN",10023,-73.98560852,"40.77489148","High School - Public"
"242","HIGH SCH-ARTS IMAGNTN & INQUIRY","MANHATTAN COMMUNITY DISTRICT 7","122 Amsterdam Ave","MN",10023,-73.98560852,"40.77489148","High School - Public"
"243","URBAN ASSMBLY SCH-MEDIA STUDIES","MANHATTAN COMMUNITY DISTRICT 7","122 Amsterdam Ave","MN",10023,-73.98560852,"40.77489148","High School - Public"
"244","URBAN ASSEMBLY FOR GREEN CAREERS","MANHATTAN COMMUNITY DISTRICT 7","145 W 84 St","MN",10024,-73.97433943,"40.78604962","High School - Public"
"245","GLOBAL LEARNING COLLABORATIVE (THE)","MANHATTAN COMMUNITY DISTRICT 7","145 W 84 St","MN",10024,-73.97433943,"40.78604962","High School - Public"
"246","INNOVATION DIPLOMA PLUS","MANHATTAN COMMUNITY DISTRICT 7","145 W 84 St","MN",10024,-73.97433943,"40.78604962","High School - Public"
"247","WADLEIGH PERF AND VISUAL ARTS","MANHATTAN COMMUNITY DISTRICT 10","215 W 114 St","MN",10026,-73.95415635,"40.80261055","Junior/Senior High School - Public"
"248","FRANK MCCOURT HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","145 W 84 St","MN",10024,-73.97433943,"40.78604962","High School - Public"
"249","BEACON HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","227-243 W 61 St","MN",10023,-73.98834207,"40.77260543","High School - Public"
"250","FIORELLO H LAGUARDIA HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","100 Amsterdam Ave","MN",10023,-73.98597693,"40.7742026","High School - Public"
"251","HS FOR LAW ADVCY & COMM JUST","MANHATTAN COMMUNITY DISTRICT 7","122 Amsterdam Ave","MN",10023,-73.98560852,"40.77489148","High School - Public"
"252","HIGH SCHOOL OF ARTS AND TECHNOLOGY","MANHATTAN COMMUNITY DISTRICT 7","122 Amsterdam Ave","MN",10023,-73.98560852,"40.77489148","High School - Public"
"253","EDWARD A REYNOLDS WEST SIDE HS","MANHATTAN COMMUNITY DISTRICT 7","140 W 102 St","MN",10025,-73.96678306,"40.79713366","High School - Public"
"254","MANHATTAN/HUNTER SCIENCE HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","122 Amsterdam Ave","MN",10023,-73.98560852,"40.77489148","High School - Public"
"255","SPECIAL MUSIC SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","129 W 67 St","MN",10023,-73.98296553,"40.77524245","Elementary School - Public"
"256","FREDERICK DOUGLASS ACADEMY II","MANHATTAN COMMUNITY DISTRICT 10","215 W 114 St","MN",10026,-73.95415635,"40.80261055","Junior/Senior High School - Public"
"257","SISULU-WALKER CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","125 W 115 St","MN",10026,-73.95136103,"40.80209339","Elementary School - Public Charter"
"258","OPPORTUNITY CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","240 W 113 St","MN",10026,-73.95557654,"40.80160379","Junior/Senior High School - Public Charter"
"259","HARLEM LINK CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","7 W 111 St","MN",10026,-73.95012846,"40.79844787","Elementary School - Public Charter"
"260","FUTURE LEADERS INST CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","134 W 122 St","MN",10027,-73.94837086,"40.80604175","Elementary School - Public Charter"
"261","HARLEM SUCCESS ACADEMY CHARTER SCH","MANHATTAN COMMUNITY DISTRICT 10","34 W 118 St","MN",10026,-73.94808814,"40.8026464","Elementary School - Public Charter"
"262","HARLEM SUCCESS ACAD CHARTER SCH 4","MANHATTAN COMMUNITY DISTRICT 10","240 W 113 St","MN",10026,-73.95557654,"40.80160379","Elementary School - Public Charter"
"263","NY FRENCH-AMERICAN CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","311 W 120 St","MN",10027,-73.95423243,"40.80753461","Elementary School - Public Charter"
"264","UPPER WEST SUCCESS ACAD CHARTER SCH","MANHATTAN COMMUNITY DISTRICT 7","482 Columbus Ave","MN",10024,-73.97379455,"40.78503669","Elementary School - Public Charter"
"265","HARLEM HEBREW LANGUAGE ACADEMY","MANHATTAN COMMUNITY DISTRICT 10","147 St Nicholas Ave","MN",10026,-73.95303867,"40.80483607","Other School - Public Charter"
"266","PS 7 SAMUEL STERN","MANHATTAN COMMUNITY DISTRICT 11","160 E 120 St","MN",10035,-73.93937781,"40.80061929","Elementary School - Public"
"267","TAG YOUNG SCHOLARS","MANHATTAN COMMUNITY DISTRICT 11","240 E 109 St","MN",10029,-73.94228155,"40.79255127","Elementary School - Public"
"268","JHS 13 JACKIE ROBINSON","MANHATTAN COMMUNITY DISTRICT 11","1573 Madison Ave","MN",10029,-73.94848881,"40.79364662","Middle School - Public"
"269","RIVER EAST ELEMENTARY","MANHATTAN COMMUNITY DISTRICT 11","508 E 120 St","MN",10035,-73.93048561,"40.79686222","Elementary School - Public"
"270","PS 38 ROBERTO CLEMENTE","MANHATTAN COMMUNITY DISTRICT 11","232 E 103 St","MN",10029,-73.94477667,"40.78868791","Elementary School - Public"
"271","PS 50 VITO MARCANTONIO","MANHATTAN COMMUNITY DISTRICT 11","433 E 100 St","MN",10029,-73.94094428,"40.78557349","Elementary School - Public"
"272","JAMES WELDON JOHNSON SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","176 E 115 St","MN",10029,-73.94155519,"40.79718127","Elementary School - Public"
"273","LEXINGTON ACADEMY (THE)","MANHATTAN COMMUNITY DISTRICT 11","131 E 104 St","MN",10029,-73.94745043,"40.79144487","Elementary School - Public"
"274","PS 83 LUIS MUNOZ RIVERA","MANHATTAN COMMUNITY DISTRICT 11","219 E 109 St","MN",10029,-73.94195945,"40.79333336","Elementary School - Public"
"275","PS 96 JOSEPH LANZETTA","MANHATTAN COMMUNITY DISTRICT 11","216 E 120 St","MN",10035,-73.93715372,"40.79972606","Elementary School - Public"
"276","PS 102 JACQUES CARTIER","MANHATTAN COMMUNITY DISTRICT 11","315 E 113 St","MN",10029,-73.93842224,"40.79499757","Elementary School - Public"
"277","PS 108 ASSEMBLYMAN ANGELO DEL TORO","MANHATTAN COMMUNITY DISTRICT 11","1615 Madison Ave","MN",10029,-73.94785571,"40.79503242","Elementary School - Public"
"278","PS 112 JOSE CELSO BARBOSA","MANHATTAN COMMUNITY DISTRICT 11","535 E 119 St","MN",10035,-73.93048561,"40.79686222","Elementary School - Public"
"279","PS 146 ANN M SHORT","MANHATTAN COMMUNITY DISTRICT 11","421 E 106 St","MN",10029,-73.93870177,"40.78951924","Elementary School - Public"
"280","PS 155 WILLIAM PACA","MANHATTAN COMMUNITY DISTRICT 11","319 E 117 St","MN",10035,-73.93583035,"40.79745818","Elementary School - Public"
"281","PS 171 PATRICK HENRY","MANHATTAN COMMUNITY DISTRICT 11","19 E 103 St","MN",10029,-73.95142597,"40.79230023","Elementary School - Public"
"282","BILINGUAL BICULTURAL SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 11","219 E 109 St","MN",10029,-73.94195945,"40.79333336","Elementary School - Public"
"283","PS 206 JOSE CELSO BARBOSA","MANHATTAN COMMUNITY DISTRICT 11","508 E 120 St","MN",10035,-73.93048561,"40.79686222","Elementary School - Public"
"284","MS 224 MANHATTAN EAST","MANHATTAN COMMUNITY DISTRICT 11","410 E 100 St","MN",10029,-73.9422338,"40.78515145","Middle School - Public"
"285","ESPERANZA PREPATORY ACADEMY","MANHATTAN COMMUNITY DISTRICT 11","240 E 109 St","MN",10029,-73.94228155,"40.79255127","Intermediate/Junior High School - Public"
"286","MOSAIC PREPARATORY ACADEMY","MANHATTAN COMMUNITY DISTRICT 11","141 E 111 St","MN",10029,-73.94484632,"40.79615361","Elementary School - Public"
"287","RENAISSANCE SCHOOL OF THE ARTS","MANHATTAN COMMUNITY DISTRICT 11","319 E 117 St","MN",10035,-73.93583035,"40.79745818","Middle School - Public"
"288","GLOBAL TECHNOLOGY PREPARATORY","MANHATTAN COMMUNITY DISTRICT 11","160 E 120 St","MN",10035,-73.93937781,"40.80061929","Middle School - Public"
"289","CENTRAL PARK EAST I","MANHATTAN COMMUNITY DISTRICT 11","1573 Madison Ave","MN",10029,-73.94848881,"40.79364662","Elementary School - Public"
"290","ISAAC NEWTON MS FOR MATH & SCI","MANHATTAN COMMUNITY DISTRICT 11","260 Pleasant Ave","MN",10029,-73.93294076,"40.79408327","Middle School - Public"
"291","CENTRAL PARK EAST II","MANHATTAN COMMUNITY DISTRICT 11","19 E 103 St","MN",10029,-73.95142597,"40.79230023","Elementary School - Public"
"292","GLOBAL NEIGHBORHOOD SECONDARY SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","240 E 109 St","MN",10029,-73.94228155,"40.79255127","Middle School - Public"
"293","COALITION SCHOOL FOR SOCIAL CHANGE","MANHATTAN COMMUNITY DISTRICT 11","2351 1 Ave","MN",10035,-73.93374097,"40.79926578","High School - Public"
"294","MANHATTAN CENTER-SCIENCE & MATH","MANHATTAN COMMUNITY DISTRICT 11","260 Pleasant Ave","MN",10029,-73.93294076,"40.79408327","High School - Public"
"295","PARK EAST HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","230 E 105 St","MN",10029,-73.94409288,"40.7901917","High School - Public"
"296","CENTRAL PARK EAST HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","1573 Madison Ave","MN",10029,-73.94848881,"40.79364662","High School - Public"
"297","YOUNG WOMEN'S LEADERSHIP SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","105 E 106 St","MN",10029,-73.94717118,"40.79293239","Junior/Senior High School - Public"
"298","ACADEMY OF ENVIRONMENTAL SCIENCE","MANHATTAN COMMUNITY DISTRICT 11","410 E 100 St","MN",10029,-73.9422338,"40.78515145","High School - Public"
"299","HERITAGE SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 11","1680 Lexington Ave","MN",10029,-73.94686856,"40.7919963","High School - Public"
"300","AMBER CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","220 E 106 St","MN",10029,-73.94390808,"40.79092994","Elementary School - Public Charter"
"301","HARBOR SCI & ARTS CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","132 E 111 St","MN",10029,-73.94445328,"40.79540137","Elementary School - Public Charter"
"302","HARLEM PREP CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","240 E 123 St","MN",10035,-73.93537132,"40.8015311","Elementary School - Public Charter"
"303","HARLEM VILLAGE ACADEMY LEADERSHIP","MANHATTAN COMMUNITY DISTRICT 10","74 W 124 St","MN",10027,-73.94546253,"40.80666072","Junior/Senior High School - Public Charter"
"304","DREAM CHARTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","232 E 103 St","MN",10029,-73.94477667,"40.78868791","Elementary School - Public Charter"
"305","HARLEM SUCCESS ACAD CHARTER SCH 3","MANHATTAN COMMUNITY DISTRICT 11","141 E 111 St","MN",10029,-73.94484632,"40.79615361","Elementary School - Public Charter"
"306","RENAISSANCE CHARTER HS-INNOVATION","QUEENS COMMUNITY DISTRICT 3","35-59 81 St","QN",11372,-73.88482099,"40.74993449","High School - Public Charter"
"307","EAST HARLEM SCHOLARS ACAD CHARTER","MANHATTAN COMMUNITY DISTRICT 11","1573 Madison Ave","MN",10029,-73.94848881,"40.79364662","Elementary School - Public Charter"
