FacName,CDName,FacAddress,Borough,ZipCode,Lon,Lat,FT_Decode
JACQUELINE KENNEDY-ONASSIS HIGH SCH,MANHATTAN COMMUNITY DISTRICT 5,120 W 46 St,MN,10036,-73.9834465,40.75762403,High School - Public
REPERTORY COMPANY HS FOR THEATRE ART,MANHATTAN COMMUNITY DISTRICT 5,123 W 43 St,MN,10036,-73.98438174,40.7560871,High School - Public
UNION SQUARE ACAD FOR HEALTH SCIENCE,MANHATTAN COMMUNITY DISTRICT 6,40 Irving Pl,MN,10003,-73.98708927,40.73532615,High School - Public
HARVEST COLLEGIATE HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 2,34 W 14 St,MN,10011,-73.99573484,40.73641921,High School - Public
MANHATTAN BRIDGES HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 4,525 W 50 St,MN,10019,-73.9927042,40.76547495,High School - Public
NEW DESIGN HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 3,350 Grand St,MN,10002,-73.98932934,40.71732901,High School - Public
INDEPENDENCE HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 4,850 10 Ave,MN,10019,-73.98863893,40.76787078,High School - Public
HS-DUAL LANGUAGE & ASIAN STUDIES,MANHATTAN COMMUNITY DISTRICT 3,350 Grand St,MN,10002,-73.98932934,40.71732901,High School - Public
ACADEMY FOR SOFTWARE ENGINEERING,MANHATTAN COMMUNITY DISTRICT 6,40 Irving Pl,MN,10003,-73.98708927,40.73532615,High School - Public
LIBERTY HIGH SCH ACAD-NEWCOMERS,MANHATTAN COMMUNITY DISTRICT 4,250 W 18 St,MN,10011,-74.00023817,40.74182096,High School - Public
URBAN ASSEMBLY NY HARBOR SCHOOL,MANHATTAN COMMUNITY DISTRICT 1,10 South St,MN,10004,-74.01158763,40.70055018,High School - Public
HS 560 CITY-AS-SCHOOL,MANHATTAN COMMUNITY DISTRICT 2,16 Clarkson St,MN,10014,-74.00615529,40.72904946,High School - Public
URBAN ACAD LABORATORY HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 8,317 E 67 St,MN,10065,-73.95977731,40.76563833,High School - Public
SATELLITE ACADEMY HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 5,120 W 30 St,MN,10001,-73.99056602,40.74741986,High School - Public
MANHATTAN COMP NIGHT AND DAY HS,MANHATTAN COMMUNITY DISTRICT 6,240 2 Ave,MN,10003,-73.9843331,40.73269633,High School - Public
RICHARD R GREEN HS OF TEACHING,MANHATTAN COMMUNITY DISTRICT 1,26 Broadway,MN,10004,-74.01290133,40.70542749,High School - Public
HARVEY MILK HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 2,2-10 Astor Pl,MN,10003,-73.99234009,40.72968615,High School - Public
HIGH SCH OF FASHION INDUSTRIES (THE),MANHATTAN COMMUNITY DISTRICT 4,225 W 24 St,MN,10011,-73.9963586,40.74567453,High School - Public
HUMANITIES PREP ACADEMY,MANHATTAN COMMUNITY DISTRICT 4,351 W 18 St,MN,10011,-74.00252616,40.74336348,High School - Public
CHELSEA CAREER AND TECH ED HS,MANHATTAN COMMUNITY DISTRICT 2,131 Ave Of The Americas,MN,10013,-74.00504008,40.72464967,High School - Public
NORMAN THOMAS HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 5,111 E 33 St,MN,10016,-73.98107456,40.74651018,High School - Public
HS OF GRAPHIC COMMUNICATION ARTS,MANHATTAN COMMUNITY DISTRICT 4,439 W 49 St,MN,10019,-73.99035435,40.76367697,High School - Public
ART AND DESIGN HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 6,231-249 E 56 St,MN,10022,-73.96637238,40.75930009,High School - Public
LIFE SCIENCES SECONDARY SCHOOL,MANHATTAN COMMUNITY DISTRICT 8,320 E 96 St,MN,10128,-73.94593305,40.78328408,Junior/Senior High School - Public
JOHN V LINDSAY WILDCAT ACAD CHARTER,MANHATTAN COMMUNITY DISTRICT 1,17 Battery Pl,MN,10004,-74.01583726,40.70560005,High School - Public Charter
BROOME ST ACADEMY CHARTER HIGH SCHOO,MANHATTAN COMMUNITY DISTRICT 2,121 Ave Of The Americas,MN,10013,-74.0052565,40.72413364,High School - Public Charter
SUCCESS ACAD CHARTER SCH-UNION SQUAR,MANHATTAN COMMUNITY DISTRICT 6,40 Irving Pl,MN,10003,-73.98708927,40.73532615,Other School - Public Charter
SUCCESS ACAD CHARTER SCH-HELL'S KITC,MANHATTAN COMMUNITY DISTRICT 4,439 W 49 St,MN,10019,-73.99035435,40.76367697,Other School - Public Charter
GREAT OAKS CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 3,1 Monroe St,MN,10002,-73.99652999,40.71158192,Other School - Public Charter
PS 9 SARAH ANDERSON,MANHATTAN COMMUNITY DISTRICT 7,100 W 84 St,MN,10024,-73.97379455,40.78503669,Elementary School - Public
JHS 54 BOOKER T WASHINGTON,MANHATTAN COMMUNITY DISTRICT 7,103 W 107 St,MN,10025,-73.96326689,40.80071446,Middle School - Public
PS 75 EMILY DICKINSON,MANHATTAN COMMUNITY DISTRICT 7,735 W End Ave,MN,10025,-73.97399645,40.7951099,Elementary School - Public
PS 76 A PHILLIP RANDOLPH,MANHATTAN COMMUNITY DISTRICT 10,220 W 121 St,MN,10027,-73.9514517,40.8065344,Elementary School - Public
PS 84 LILLIAN WEBER,MANHATTAN COMMUNITY DISTRICT 7,32 W 92 St,MN,10025,-73.9684228,40.78947907,Elementary School - Public
PS 87 WILLIAM SHERMAN,MANHATTAN COMMUNITY DISTRICT 7,160 W 78 St,MN,10024,-73.97805669,40.78174116,Elementary School - Public
PS 145 BLOOMINGDALE SCHOOL (THE),MANHATTAN COMMUNITY DISTRICT 7,150 W 105 St,MN,10025,-73.96563713,40.79911227,Elementary School - Public
PS 149 SOJOURNER TRUTH,MANHATTAN COMMUNITY DISTRICT 10,41 W 117 St,MN,10026,-73.94808814,40.8026464,Elementary School - Public
PS 163 ALFRED E SMITH,MANHATTAN COMMUNITY DISTRICT 7,163 W 97 St,MN,10025,-73.96850678,40.7951744,Elementary School - Public
PS 165 ROBERT E SIMON,MANHATTAN COMMUNITY DISTRICT 7,234 W 109 St,MN,10025,-73.96594955,40.80265306,Elementary School - Public
PS 166 RICHARD ROGERS SC-ARTS & SCI,MANHATTAN COMMUNITY DISTRICT 7,132 W 89 St,MN,10024,-73.97256158,40.78892569,Elementary School - Public
PS 180 HUGO NEWMAN,MANHATTAN COMMUNITY DISTRICT 10,370 W 120 St,MN,10027,-73.95586515,40.80756819,Elementary School - Public
PS 185 EARLY CHLDHD DISCOVERY,MANHATTAN COMMUNITY DISTRICT 10,20 W 112 St,MN,10026,-73.95012846,40.79844787,Elementary School - Public
PS 191 AMSTERDAM,MANHATTAN COMMUNITY DISTRICT 7,210 W 61 St,MN,10023,-73.98750104,40.77158978,Elementary School - Public
PS 199 JESSIE ISADOR STRAUS,MANHATTAN COMMUNITY DISTRICT 7,270 W 70 St,MN,10023,-73.98443086,40.77758666,Elementary School - Public
PS 208 ALAIN L LOCKE,MANHATTAN COMMUNITY DISTRICT 10,21 W 111 St,MN,10026,-73.95012846,40.79844787,Elementary School - Public
STEM INSTITUTE OF MANHATTAN,MANHATTAN COMMUNITY DISTRICT 10,240 W 113 St,MN,10026,-73.95557654,40.80160379,Elementary School - Public
PS 242 YOUNG DIPLOMATS MAGNET,MANHATTAN COMMUNITY DISTRICT 10,134 W 122 St,MN,10027,-73.94837086,40.80604175,Elementary School - Public
MS 243 CENTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,482 Columbus Ave,MN,10024,-73.97379455,40.78503669,Middle School - Public
MS 245 THE COMPUTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,100 W 77 St,MN,10024,-73.9771255,40.7805031,Middle School - Public
MS 247 DUAL LANG MIDDLE SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,32 W 92 St,MN,10025,-73.9684228,40.78947907,Middle School - Public
MS 250 WEST SIDE COLLABORATIVE,MANHATTAN COMMUNITY DISTRICT 7,735 W End Ave,MN,10025,-73.97399645,40.7951099,Middle School - Public
MS 256 ACADEMIC & ATHLETIC EXCELLENC,MANHATTAN COMMUNITY DISTRICT 7,154 W 93 St,MN,10025,-73.97097517,40.79136262,Middle School - Public
COMMUNITY ACTION SCHOOL-MS 258,MANHATTAN COMMUNITY DISTRICT 7,154 W 93 St,MN,10025,-73.97097517,40.79136262,Middle School - Public
PS 333 MANHATTAN SCHOOL FOR CHLDRN,MANHATTAN COMMUNITY DISTRICT 7,154 W 93 St,MN,10025,-73.97097517,40.79136262,Elementary School - Public
ANDERSON SCHOOL (THE),MANHATTAN COMMUNITY DISTRICT 7,100 W 77 St,MN,10024,-73.9771255,40.7805031,Elementary School - Public
WEST PREP ACADEMY,MANHATTAN COMMUNITY DISTRICT 7,150 W 105 St,MN,10025,-73.96563713,40.79911227,Middle School - Public
PS 452,MANHATTAN COMMUNITY DISTRICT 7,100 W 77 St,MN,10024,-73.9771255,40.7805031,Elementary School - Public
MOTT HALL II,MANHATTAN COMMUNITY DISTRICT 7,234 W 109 St,MN,10025,-73.96594955,40.80265306,Middle School - Public
MANHATTAN THEATRE LAB HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,122 Amsterdam Ave,MN,10023,-73.98560852,40.77489148,High School - Public
HIGH SCH-ARTS IMAGNTN & INQUIRY,MANHATTAN COMMUNITY DISTRICT 7,122 Amsterdam Ave,MN,10023,-73.98560852,40.77489148,High School - Public
URBAN ASSMBLY SCH-MEDIA STUDIES,MANHATTAN COMMUNITY DISTRICT 7,122 Amsterdam Ave,MN,10023,-73.98560852,40.77489148,High School - Public
URBAN ASSEMBLY FOR GREEN CAREERS,MANHATTAN COMMUNITY DISTRICT 7,145 W 84 St,MN,10024,-73.97433943,40.78604962,High School - Public
GLOBAL LEARNING COLLABORATIVE (THE),MANHATTAN COMMUNITY DISTRICT 7,145 W 84 St,MN,10024,-73.97433943,40.78604962,High School - Public
INNOVATION DIPLOMA PLUS,MANHATTAN COMMUNITY DISTRICT 7,145 W 84 St,MN,10024,-73.97433943,40.78604962,High School - Public
WADLEIGH PERF AND VISUAL ARTS,MANHATTAN COMMUNITY DISTRICT 10,215 W 114 St,MN,10026,-73.95415635,40.80261055,Junior/Senior High School - Public
FRANK MCCOURT HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,145 W 84 St,MN,10024,-73.97433943,40.78604962,High School - Public
BEACON HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,227-243 W 61 St,MN,10023,-73.98834207,40.77260543,High School - Public
FIORELLO H LAGUARDIA HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,100 Amsterdam Ave,MN,10023,-73.98597693,40.7742026,High School - Public
HS FOR LAW ADVCY & COMM JUST,MANHATTAN COMMUNITY DISTRICT 7,122 Amsterdam Ave,MN,10023,-73.98560852,40.77489148,High School - Public
HIGH SCHOOL OF ARTS AND TECHNOLOGY,MANHATTAN COMMUNITY DISTRICT 7,122 Amsterdam Ave,MN,10023,-73.98560852,40.77489148,High School - Public
EDWARD A REYNOLDS WEST SIDE HS,MANHATTAN COMMUNITY DISTRICT 7,140 W 102 St,MN,10025,-73.96678306,40.79713366,High School - Public
MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,122 Amsterdam Ave,MN,10023,-73.98560852,40.77489148,High School - Public
SPECIAL MUSIC SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,129 W 67 St,MN,10023,-73.98296553,40.77524245,Elementary School - Public
FREDERICK DOUGLASS ACADEMY II,MANHATTAN COMMUNITY DISTRICT 10,215 W 114 St,MN,10026,-73.95415635,40.80261055,Junior/Senior High School - Public
SISULU-WALKER CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 10,125 W 115 St,MN,10026,-73.95136103,40.80209339,Elementary School - Public Charter
OPPORTUNITY CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 10,240 W 113 St,MN,10026,-73.95557654,40.80160379,Junior/Senior High School - Public Charter
HARLEM LINK CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 10,7 W 111 St,MN,10026,-73.95012846,40.79844787,Elementary School - Public Charter
FUTURE LEADERS INST CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 10,134 W 122 St,MN,10027,-73.94837086,40.80604175,Elementary School - Public Charter
HARLEM SUCCESS ACADEMY CHARTER SCH,MANHATTAN COMMUNITY DISTRICT 10,34 W 118 St,MN,10026,-73.94808814,40.8026464,Elementary School - Public Charter
HARLEM SUCCESS ACAD CHARTER SCH 4,MANHATTAN COMMUNITY DISTRICT 10,240 W 113 St,MN,10026,-73.95557654,40.80160379,Elementary School - Public Charter
NY FRENCH-AMERICAN CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 10,311 W 120 St,MN,10027,-73.95423243,40.80753461,Elementary School - Public Charter
UPPER WEST SUCCESS ACAD CHARTER SCH,MANHATTAN COMMUNITY DISTRICT 7,482 Columbus Ave,MN,10024,-73.97379455,40.78503669,Elementary School - Public Charter
HARLEM HEBREW LANGUAGE ACADEMY,MANHATTAN COMMUNITY DISTRICT 10,147 St Nicholas Ave,MN,10026,-73.95303867,40.80483607,Other School - Public Charter
PS 7 SAMUEL STERN,MANHATTAN COMMUNITY DISTRICT 11,160 E 120 St,MN,10035,-73.93937781,40.80061929,Elementary School - Public
TAG YOUNG SCHOLARS,MANHATTAN COMMUNITY DISTRICT 11,240 E 109 St,MN,10029,-73.94228155,40.79255127,Elementary School - Public
JHS 13 JACKIE ROBINSON,MANHATTAN COMMUNITY DISTRICT 11,1573 Madison Ave,MN,10029,-73.94848881,40.79364662,Middle School - Public
RIVER EAST ELEMENTARY,MANHATTAN COMMUNITY DISTRICT 11,508 E 120 St,MN,10035,-73.93048561,40.79686222,Elementary School - Public
PS 38 ROBERTO CLEMENTE,MANHATTAN COMMUNITY DISTRICT 11,232 E 103 St,MN,10029,-73.94477667,40.78868791,Elementary School - Public
PS 50 VITO MARCANTONIO,MANHATTAN COMMUNITY DISTRICT 11,433 E 100 St,MN,10029,-73.94094428,40.78557349,Elementary School - Public
JAMES WELDON JOHNSON SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,176 E 115 St,MN,10029,-73.94155519,40.79718127,Elementary School - Public
LEXINGTON ACADEMY (THE),MANHATTAN COMMUNITY DISTRICT 11,131 E 104 St,MN,10029,-73.94745043,40.79144487,Elementary School - Public
PS 83 LUIS MUNOZ RIVERA,MANHATTAN COMMUNITY DISTRICT 11,219 E 109 St,MN,10029,-73.94195945,40.79333336,Elementary School - Public
PS 96 JOSEPH LANZETTA,MANHATTAN COMMUNITY DISTRICT 11,216 E 120 St,MN,10035,-73.93715372,40.79972606,Elementary School - Public
PS 102 JACQUES CARTIER,MANHATTAN COMMUNITY DISTRICT 11,315 E 113 St,MN,10029,-73.93842224,40.79499757,Elementary School - Public
PS 108 ASSEMBLYMAN ANGELO DEL TORO,MANHATTAN COMMUNITY DISTRICT 11,1615 Madison Ave,MN,10029,-73.94785571,40.79503242,Elementary School - Public
PS 112 JOSE CELSO BARBOSA,MANHATTAN COMMUNITY DISTRICT 11,535 E 119 St,MN,10035,-73.93048561,40.79686222,Elementary School - Public
PS 146 ANN M SHORT,MANHATTAN COMMUNITY DISTRICT 11,421 E 106 St,MN,10029,-73.93870177,40.78951924,Elementary School - Public
PS 155 WILLIAM PACA,MANHATTAN COMMUNITY DISTRICT 11,319 E 117 St,MN,10035,-73.93583035,40.79745818,Elementary School - Public
PS 171 PATRICK HENRY,MANHATTAN COMMUNITY DISTRICT 11,19 E 103 St,MN,10029,-73.95142597,40.79230023,Elementary School - Public
BILINGUAL BICULTURAL SCHOOL (THE),MANHATTAN COMMUNITY DISTRICT 11,219 E 109 St,MN,10029,-73.94195945,40.79333336,Elementary School - Public
PS 206 JOSE CELSO BARBOSA,MANHATTAN COMMUNITY DISTRICT 11,508 E 120 St,MN,10035,-73.93048561,40.79686222,Elementary School - Public
MS 224 MANHATTAN EAST,MANHATTAN COMMUNITY DISTRICT 11,410 E 100 St,MN,10029,-73.9422338,40.78515145,Middle School - Public
ESPERANZA PREPATORY ACADEMY,MANHATTAN COMMUNITY DISTRICT 11,240 E 109 St,MN,10029,-73.94228155,40.79255127,Intermediate/Junior High School - Public
MOSAIC PREPARATORY ACADEMY,MANHATTAN COMMUNITY DISTRICT 11,141 E 111 St,MN,10029,-73.94484632,40.79615361,Elementary School - Public
RENAISSANCE SCHOOL OF THE ARTS,MANHATTAN COMMUNITY DISTRICT 11,319 E 117 St,MN,10035,-73.93583035,40.79745818,Middle School - Public
GLOBAL TECHNOLOGY PREPARATORY,MANHATTAN COMMUNITY DISTRICT 11,160 E 120 St,MN,10035,-73.93937781,40.80061929,Middle School - Public
CENTRAL PARK EAST I,MANHATTAN COMMUNITY DISTRICT 11,1573 Madison Ave,MN,10029,-73.94848881,40.79364662,Elementary School - Public
ISAAC NEWTON MS FOR MATH & SCI,MANHATTAN COMMUNITY DISTRICT 11,260 Pleasant Ave,MN,10029,-73.93294076,40.79408327,Middle School - Public
CENTRAL PARK EAST II,MANHATTAN COMMUNITY DISTRICT 11,19 E 103 St,MN,10029,-73.95142597,40.79230023,Elementary School - Public
GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,240 E 109 St,MN,10029,-73.94228155,40.79255127,Middle School - Public
COALITION SCHOOL FOR SOCIAL CHANGE,MANHATTAN COMMUNITY DISTRICT 11,2351 1 Ave,MN,10035,-73.93374097,40.79926578,High School - Public
MANHATTAN CENTER-SCIENCE & MATH,MANHATTAN COMMUNITY DISTRICT 11,260 Pleasant Ave,MN,10029,-73.93294076,40.79408327,High School - Public
PARK EAST HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,230 E 105 St,MN,10029,-73.94409288,40.7901917,High School - Public
CENTRAL PARK EAST HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,1573 Madison Ave,MN,10029,-73.94848881,40.79364662,High School - Public
YOUNG WOMEN'S LEADERSHIP SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,105 E 106 St,MN,10029,-73.94717118,40.79293239,Junior/Senior High School - Public
ACADEMY OF ENVIRONMENTAL SCIENCE,MANHATTAN COMMUNITY DISTRICT 11,410 E 100 St,MN,10029,-73.9422338,40.78515145,High School - Public
HERITAGE SCHOOL (THE),MANHATTAN COMMUNITY DISTRICT 11,1680 Lexington Ave,MN,10029,-73.94686856,40.7919963,High School - Public
AMBER CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,220 E 106 St,MN,10029,-73.94390808,40.79092994,Elementary School - Public Charter
HARBOR SCI & ARTS CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,132 E 111 St,MN,10029,-73.94445328,40.79540137,Elementary School - Public Charter
HARLEM PREP CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,240 E 123 St,MN,10035,-73.93537132,40.8015311,Elementary School - Public Charter
HARLEM VILLAGE ACADEMY LEADERSHIP,MANHATTAN COMMUNITY DISTRICT 10,74 W 124 St,MN,10027,-73.94546253,40.80666072,Junior/Senior High School - Public Charter
DREAM CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,232 E 103 St,MN,10029,-73.94477667,40.78868791,Elementary School - Public Charter
HARLEM SUCCESS ACAD CHARTER SCH 3,MANHATTAN COMMUNITY DISTRICT 11,141 E 111 St,MN,10029,-73.94484632,40.79615361,Elementary School - Public Charter
RENAISSANCE CHARTER HS-INNOVATION,QUEENS COMMUNITY DISTRICT 3,35-59 81 St,QN,11372,-73.88482099,40.74993449,High School - Public Charter
EAST HARLEM SCHOLARS ACAD CHARTER,MANHATTAN COMMUNITY DISTRICT 11,1573 Madison Ave,MN,10029,-73.94848881,40.79364662,Elementary School - Public Charter
EAST HARLEM SCHOLARS ACADEMY CS II,MANHATTAN COMMUNITY DISTRICT 11,1573 Madison Ave,MN,10029,-73.94848881,40.79364662,Other School - Public Charter
NY CENTER FOR AUTISM CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,433 E 100 St,MN,10029,-73.94094428,40.78557349,Other School - Public Charter
PS 30 HERNANDEZ/HUGHES,MANHATTAN COMMUNITY DISTRICT 11,144-176 E 128 St,MN,10035,-73.93546124,40.80565373,Elementary School - Public
PS 36 MARGARET DOUGLAS,MANHATTAN COMMUNITY DISTRICT 9,123 Morningside Dr,MN,10027,-73.95740921,40.81069775,Elementary School - Public
PS 46 ARTHUR TAPPAN,MANHATTAN COMMUNITY DISTRICT 10,2987 Frederick Douglas Blvd,MN,10039,-73.93629262,40.83146279,Elementary School - Public
PS 92 MARY MCLEOD BETHUNE,MANHATTAN COMMUNITY DISTRICT 10,222 W 134 St,MN,10030,-73.94585676,40.81492801,Elementary School - Public
PS 123 MAHALIA JACKSON,MANHATTAN COMMUNITY DISTRICT 10,301 W 140 St,MN,10030,-73.94452653,40.82018352,Elementary School - Public
PS 125 RALPH BUNCHE,MANHATTAN COMMUNITY DISTRICT 9,425 W 123 St,MN,10027,-73.95572575,40.81079044,Elementary School - Public
PS 129 JOHN H FINLEY,MANHATTAN COMMUNITY DISTRICT 9,425 W 130 St,MN,10027,-73.95205612,40.81492801,Elementary School - Public
PS 133 FRED R MOORE,MANHATTAN COMMUNITY DISTRICT 11,2121 5 Ave,MN,10037,-73.93917811,40.80966305,Elementary School - Public
PS 154 HARRIET TUBMAN,MANHATTAN COMMUNITY DISTRICT 10,250 W 127 St,MN,10027,-73.94892732,40.81051316,Elementary School - Public
PS 161 PEDRO ALBIZU CAMPOS,MANHATTAN COMMUNITY DISTRICT 9,499 W 133 St,MN,10027,-73.95248043,40.81771957,Elementary School - Public
PS 175 HENRY H GARNET,MANHATTAN COMMUNITY DISTRICT 10,175 W 134 St,MN,10030,-73.9425842,40.81431436,Elementary School - Public
PS 194 COUNTEE CULLEN,MANHATTAN COMMUNITY DISTRICT 10,244 W 144 St,MN,10030,-73.94111498,40.82120561,Elementary School - Public
PS 197 JOHN B RUSSWURM,MANHATTAN COMMUNITY DISTRICT 10,2230 5 Ave,MN,10037,-73.9383509,40.81353267,Elementary School - Public
PS 200 JAMES MCCUNE SMITH SCH (THE),MANHATTAN COMMUNITY DISTRICT 10,2589 7 Ave,MN,10039,-73.93568196,40.82395017,Elementary School - Public
IS 286 RENAISSANCE LEADERSHIP,MANHATTAN COMMUNITY DISTRICT 9,509 W 129 St,MN,10027,-73.95555629,40.81570891,Middle School - Public
KAPPA IV,MANHATTAN COMMUNITY DISTRICT 10,6 Edgecombe Ave,MN,10030,-73.9471555,40.81722869,Middle School - Public
THURGOOD MARSHALL ACADEMY LOWER SCH,MANHATTAN COMMUNITY DISTRICT 10,276 W 151 St,MN,10039,-73.93783365,40.82582873,Elementary School - Public
URBAN ASSEMBLY INST-NEW TECHNOLOGIES,MANHATTAN COMMUNITY DISTRICT 9,509 W 129 St,MN,10027,-73.95555629,40.81570891,Middle School - Public
NEW DESIGN MIDDLE SCHOOL,MANHATTAN COMMUNITY DISTRICT 9,625 W 133 St,MN,10027,-73.95683613,40.81982648,Intermediate/Junior High School - Public
TEACHERS COLLEGE COMMUNITY SCHOOL,MANHATTAN COMMUNITY DISTRICT 9,168 Morningside Ave,MN,10027,-73.95363645,40.81265603,Elementary School - Public
EAGLE ACADEMY FOR YOUNG MEN-HARLEM,MANHATTAN COMMUNITY DISTRICT 10,6 Edgecombe Ave,MN,10030,-73.9471555,40.81722869,Other School - Public
URBAN ASSEMBLY-GLOBAL COMMERCE,MANHATTAN COMMUNITY DISTRICT 11,2005 Madison Ave,MN,10035,-73.93871455,40.80701689,Other School - Public
HARLEM RENAISSANCE HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 11,22 E 128 St,MN,10035,-73.93998908,40.8076763,High School - Public
MOTT HALL HIGH SCHOOL,MANHATTAN COMMUNITY DISTRICT 10,6 Edgecombe Ave,MN,10030,-73.9471555,40.81722869,High School - Public
COLUMBIA SECONDARY SCHOOL,MANHATTAN COMMUNITY DISTRICT 9,425 W 123 St,MN,10027,-73.95572575,40.81079044,Junior/Senior High School - Public
ACADEMY FOR SOCIAL ACTION,MANHATTAN COMMUNITY DISTRICT 9,509 W 129 St,MN,10027,-73.95555629,40.81570891,Junior/Senior High School - Public
URBAN ASSEMBLY FOR THE PERFORM ARTS,MANHATTAN COMMUNITY DISTRICT 9,509 W 129 St,MN,10027,-73.95555629,40.81570891,High School - Public
CHOIR ACADEMY OF HARLEM,MANHATTAN COMMUNITY DISTRICT 11,2005 Madison Ave,MN,10035,-73.93871455,40.80701689,Junior/Senior High School - Public
FREDERICK DOUGLASS ACADEMY,MANHATTAN COMMUNITY DISTRICT 10,2581 7 Ave,MN,10039,-73.93568196,40.82395017,Junior/Senior High School - Public
THURGOOD MARSHALL ACAD FOR LEARNING,MANHATTAN COMMUNITY DISTRICT 10,200-214 W 135 St,MN,10030,-73.94430305,40.81524017,Junior/Senior High School - Public
BREAD & ROSES INTEGRATED ARTS HS,MANHATTAN COMMUNITY DISTRICT 10,6 Edgecombe Ave,MN,10030,-73.9471555,40.81722869,High School - Public
HS MATH SCI & ENGNRNG AT CCNY,MANHATTAN COMMUNITY DISTRICT 9,240 Convent Ave,MN,10031,-73.95035422,40.82021088,High School - Public
HARLEM VILLAGE ACAD CHARTER,MANHATTAN COMMUNITY DISTRICT 5,15 Penn Plaza #15,MN,10001,-73.99055848,40.74969251,Junior/Senior High School - Public Charter
KIPP STAR COLLEGE PREP CHARTER,MANHATTAN COMMUNITY DISTRICT 9,433 W 123 St,MN,10027,-73.95572575,40.81079044,Junior/Senior High School - Public Charter
HARLEM CHILDREN'S ZONE PROMISE,MANHATTAN COMMUNITY DISTRICT 10,245 W 129 St,MN,10027,-73.94816712,40.8125494,Junior/Senior High School - Public Charter
KIPP INFINITY CHARTER SCHOOL,MANHATTAN COMMUNITY DISTRICT 9,625 W 133 St,MN,10027,-73.95683613,40.81982648,Junior/Senior High School - Public Charter
HARLEM CHLDRN ZONE ACADEMY II,MANHATTAN COMMUNITY DISTRICT 11,35 E 125 St,MN,10035,-73.94101267,40.80619742,Elementary School - Public Charter
